Date,Open,High,Low,Close,Volume
2010-01-04 00:00:00-05:00,40.31525728982871,40.454485322632905,40.26304553273034,40.39356994628906,62822800
2010-01-05 00:00:00-05:00,40.36746572746895,40.463185622420234,40.16732563777905,40.39356994628906,62935600
2010-01-06 00:00:00-05:00,40.37614602634534,40.5066703645161,40.08898650734847,40.149898529052734,96033000
2010-01-07 00:00:00-05:00,40.21082559221222,40.26303733868483,39.95847379678077,40.17601776123047,77094100
2010-01-08 00:00:00-05:00,40.089010684632406,40.50669479370117,39.96718656775296,40.50669479370117,88886600
2010-01-11 00:00:00-05:00,40.55890601088142,40.58501023001917,40.1325182880352,40.34136199951172,104673400
2010-01-12 00:00:00-05:00,40.097721627550854,40.14993007605842,39.61912205317268,39.836666107177734,90673900
2010-01-13 00:00:00-05:00,39.95848468864604,40.454488116692595,39.68873222365219,40.33266067504883,100661000
2010-01-14 00:00:00-05:00,40.254342158228525,40.48058978757226,40.219537639409474,40.36746597290039,75209000
2010-01-15 00:00:00-05:00,40.437083118239556,40.506695477864334,39.72353900492963,39.8975715637207,126849300
2010-01-19 00:00:00-05:00,39.9932882804984,40.5850082277886,39.98458798103443,40.541500091552734,84388200
2010-01-20 00:00:00-05:00,40.25433696856082,40.55019691685797,39.53209267444167,39.95847702026367,145680000
2010-01-21 00:00:00-05:00,40.071620517815596,40.33267276064494,39.41898825101254,39.58432388305664,204939600
2010-01-22 00:00:00-05:00,39.45379894844273,39.57562311592189,38.32257026825958,38.4269905090332,171098700
2010-01-25 00:00:00-05:00,38.66191912020737,38.80984744370958,38.3921633709612,38.557498931884766,154218700
2010-01-26 00:00:00-05:00,38.51398825704422,39.062200065889016,38.33125209391528,38.59230422973633,140816500
2010-01-27 00:00:00-05:00,38.52270125259681,39.02740172877034,38.29645357887927,38.89687728881836,161632700
2010-01-28 00:00:00-05:00,38.635811639133316,38.66191585414427,37.69602006524728,37.89616012573242,221439800
2010-01-29 00:00:00-05:00,38.209436807575976,38.305156720685254,37.09561233385075,37.234840393066406,212099600
2010-02-01 00:00:00-05:00,37.33053080266899,37.66119510730991,37.31312689408955,37.64379119873047,136827100
2010-02-02 00:00:00-05:00,37.70472117858018,38.09629765556346,37.44366576798141,37.983177185058594,110727700
2010-02-03 00:00:00-05:00,37.800436814642914,38.26163226121814,37.783032899729,38.1920166015625,93581600
2010-02-04 00:00:00-05:00,37.91356663668983,37.99188260653957,37.08689880371094,37.08689880371094,151652500
2010-02-05 00:00:00-05:00,37.18261775676633,37.434969577657576,36.6518098988426,37.40016174316406,213618600
2010-02-08 00:00:00-05:00,37.33924527411859,37.57419314996133,37.10429739827584,37.130401611328125,94354400
2010-02-09 00:00:00-05:00,37.57420628469052,37.86136268701843,37.20873057691305,37.5132942199707,118956000
2010-02-10 00:00:00-05:00,37.51329064894597,37.68732652563202,37.20002673480273,37.434974670410156,94102900
2010-02-11 00:00:00-05:00,37.44367530852246,38.1050109820082,37.208727370793966,38.000587463378906,93050800
2010-02-12 00:00:00-05:00,37.661203993363664,38.183311415568184,37.556783836705534,38.078887939453125,93938500
2010-02-16 00:00:00-05:00,38.35734849203007,38.592293022419824,38.157205149249556,38.56618881225586,83861400
2010-02-17 00:00:00-05:00,38.74024429588924,38.78375244140625,38.51399662806684,38.78375244140625,82691700
2010-02-18 00:00:00-05:00,38.757633321468724,39.09700137330729,38.679317361855404,39.02738571166992,65752600
2010-02-19 00:00:00-05:00,38.92297110265263,39.20142715009211,38.82725121394695,39.00999069213867,80416500
2010-02-22 00:00:00-05:00,39.166615713948595,39.18401963024596,38.7750392153594,38.931671142578125,72055000
2010-02-23 00:00:00-05:00,38.90558687532689,38.931694425115,38.24425425781446,38.4269905090332,95814400
2010-02-24 00:00:00-05:00,38.62711033642123,38.97518204823262,38.566198284772916,38.81855010986328,86591000
2010-02-25 00:00:00-05:00,38.40955351536567,38.896853085223476,38.13980118230987,38.80983352661133,97961300
2010-02-26 00:00:00-05:00,38.801141674159794,39.03608955435549,38.63580945600318,38.94906997680664,66222400
2010-03-01 00:00:00-05:00,39.12311055141187,39.58430606964152,39.11441025233186,39.51469039916992,77290100
2010-03-02 00:00:00-05:00,39.65392048957086,39.89756871001788,39.54950029787328,39.63651657104492,76368500
2010-03-03 00:00:00-05:00,39.73225404552827,39.87148213588894,39.532113873101025,39.6800422668457,65735500
2010-03-04 00:00:00-05:00,39.70613430727393,39.86276626268394,39.50599421301852,39.81055450439453,54470900
2010-03-05 00:00:00-05:00,40.106404748463554,40.497984541820394,40.019388491920886,40.41096496582031,68136300
2010-03-08 00:00:00-05:00,40.428387702341126,40.58501969260344,40.410983779038766,40.48929977416992,58712400
2010-03-09 00:00:00-05:00,40.40228547299424,40.94179384418345,40.37618124648062,40.71554946899414,98002800
2010-03-10 00:00:00-05:00,40.74165467585527,41.14193498283841,40.72425075127437,41.04621505737305,102578900
2010-03-11 00:00:00-05:00,40.9504827572471,41.20283126831055,40.88086708560344,41.20283126831055,67510300
2010-03-12 00:00:00-05:00,41.33336434385758,41.359468564374396,40.985292579494384,41.21154022216797,64068300
2010-03-15 00:00:00-04:00,41.12452111483046,41.228944637067485,40.81996080695179,41.107120513916016,60150500
2010-03-16 00:00:00-04:00,41.237640149286186,41.4290799317003,41.09841212192811,41.368167877197266,74950600
2010-03-17 00:00:00-04:00,41.42908047363115,41.68143231384929,41.35946479931247,41.48128890991211,75643500
2010-03-18 00:00:00-04:00,41.51610183582988,41.6640335021605,41.42038193163803,41.62052536010742,77829400
2010-03-19 00:00:00-04:00,41.74333877675314,41.76947417936445,41.22067724654042,41.36876678466797,86337100
2010-03-22 00:00:00-04:00,41.20325926977293,41.90885540361878,41.1597046913136,41.743343353271484,71902800
2010-03-23 00:00:00-04:00,41.804306527848205,42.0743467968435,41.612662473980606,42.030792236328125,59182600
2010-03-24 00:00:00-04:00,41.96112716846731,41.96112716846731,41.73464132565745,41.83046340942383,62995700
2010-03-25 00:00:00-04:00,42.17889871248192,42.33569786422361,41.72592707745209,41.76948165893555,76294800
2010-03-26 00:00:00-04:00,41.94368198515622,42.1004810571867,41.58652928175343,41.81301498413086,78067900
2010-03-29 00:00:00-04:00,42.02210249741987,42.161479150686546,41.9001450181852,42.013389587402344,57993300
2010-03-30 00:00:00-04:00,42.144057594186116,42.29214383777364,41.86530428143181,42.152767181396484,49437300
2010-03-31 00:00:00-04:00,42.02209399625245,42.205025193594764,41.87400446292711,41.9524040222168,59947400
2010-04-01 00:00:00-04:00,42.12662563430508,42.4228013779549,41.630096199804036,41.9524040222168,83728600
2010-04-05 00:00:00-04:00,42.0482341421545,42.440232013809435,41.934989574120515,42.34440994262695,56220300
2010-04-06 00:00:00-04:00,42.24858198899489,42.5970252315066,42.152759931154115,42.46635818481445,54097100
2010-04-07 00:00:00-04:00,42.40539006349018,42.57089881095552,42.13534632741351,42.36183547973633,77211500
2010-04-08 00:00:00-04:00,42.239876827027224,42.527339707654235,42.02210060840015,42.4576530456543,68314300
2010-04-09 00:00:00-04:00,42.46636542513296,42.72769624007193,42.3618337637577,42.71027374267578,54227300
2010-04-12 00:00:00-04:00,42.72768706445074,42.85835410536073,42.6318650108502,42.74510955810547,44280600
2010-04-13 00:00:00-04:00,42.701556044999386,42.98901888993278,42.5621794153042,42.962886810302734,59376000
2010-04-14 00:00:00-04:00,43.18937432382995,43.4855467434262,43.11968435004201,43.476837158203125,69004800
2010-04-15 00:00:00-04:00,43.441998424416944,43.72075171369122,43.441998424416944,43.668487548828125,72254200
2010-04-16 00:00:00-04:00,43.51169021662712,43.659776453895624,42.85836154467477,43.14582443237305,127388000
2010-04-19 00:00:00-04:00,42.98901527883565,43.259058929999206,42.597020825308824,43.11968231201172,98251700
2010-04-20 00:00:00-04:00,43.35486297611201,43.4506849842538,43.058687370491626,43.337440490722656,69543700
2010-04-21 00:00:00-04:00,43.63365024854284,43.72075942067093,43.31134232406662,43.581382751464844,74748700
2010-04-22 00:00:00-04:00,43.16324530830105,43.86884144379546,42.91062410044488,43.825286865234375,110477200
2010-04-23 00:00:00-04:00,43.81656513383027,44.05176379830757,43.6336339469037,44.008209228515625,77205200
2010-04-26 00:00:00-04:00,44.0517836011762,44.12147360257202,43.81658483096855,43.91240692138672,67361000
2010-04-27 00:00:00-04:00,43.73815320754493,43.929797248023235,42.86704876609772,42.98029327392578,112608000
2010-04-28 00:00:00-04:00,43.20679289635083,43.23292829766005,42.66670889897166,43.006439208984375,130082100
2010-04-29 00:00:00-04:00,43.25034953519515,43.84270099499445,43.21550454979503,43.75558853149414,84180200
2010-04-30 00:00:00-04:00,43.73816150002458,43.80785146359301,42.85834730947555,42.893192291259766,110897000
2010-05-03 00:00:00-04:00,43.07614790442671,43.70334131743786,43.05872540364831,43.49427795410156,74169700
2010-05-04 00:00:00-04:00,42.96290122612156,42.96290122612156,41.88273281429323,42.187618255615234,141136500
2010-05-05 00:00:00-04:00,41.74334424439778,42.24858666971547,41.49943594141761,41.96983337402344,128560200
2010-05-06 00:00:00-04:00,41.68238110939728,42.09180160318945,37.14392396532755,40.56736755371094,274356800
2010-05-07 00:00:00-04:00,40.262457837614846,40.767696804788024,38.57251269613783,39.556861877441406,288200400
2010-05-10 00:00:00-04:00,41.316487599679675,41.63879534125149,41.21195598784558,41.61266326904297,136041600
2010-05-11 00:00:00-04:00,41.19453564188488,42.15274933338265,41.116136098180505,41.56911087036133,113016100
2010-05-12 00:00:00-04:00,41.79560476860915,42.3879562539951,41.725918117799495,42.353111267089844,85462400
2010-05-13 00:00:00-04:00,42.17018918528947,42.501209986436784,41.577837571868635,41.682369232177734,102844300
2010-05-14 00:00:00-04:00,41.36877856106188,41.394910648111214,40.40185146421366,40.880958557128906,147386100
2010-05-17 00:00:00-04:00,40.959348268671505,41.17712446959617,40.13179804055755,41.01161575317383,120969600
2010-05-18 00:00:00-04:00,41.360051904411634,41.447164370628236,40.26246141408893,40.44539260864258,153072100
2010-05-19 00:00:00-04:00,40.297299478145476,40.619610589856265,39.67881597675534,40.12308120727539,159000300
2010-05-20 00:00:00-04:00,39.339099161545846,39.44363082444763,38.546393794953865,38.63350296020508,189289800
2010-05-21 00:00:00-04:00,38.03241834004922,39.757204670022176,37.88433218565236,39.06032180786133,190631100
2010-05-24 00:00:00-04:00,39.04292968987739,39.487195144632246,38.886130508552405,38.9035530090332,113038000
2010-05-25 00:00:00-04:00,38.049868902859096,38.99066063020893,37.657870965212474,38.93839645385742,155643000
2010-05-26 00:00:00-04:00,39.20842322414881,39.69624307904523,38.43314053052836,38.502830505371094,140203200
2010-05-27 00:00:00-04:00,39.37393812335646,39.974999246689805,39.278116062462495,39.957576751708984,110671600
2010-05-28 00:00:00-04:00,40.02727029661416,40.06211528967924,39.37394163015039,39.722381591796875,128535300
2010-06-01 00:00:00-04:00,39.57428249906072,40.288588009827365,39.31295178197543,39.35650634765625,104242700
2010-06-02 00:00:00-04:00,39.58300102078041,40.3147291876426,39.31296065878438,40.288597106933594,97249300
2010-06-03 00:00:00-04:00,40.40184605274644,40.74157643089155,40.14051524825032,40.6718864440918,98928400
2010-06-04 00:00:00-04:00,39.809484895365884,40.32343679406604,39.147443471785685,39.27811050415039,112849900
2010-06-07 00:00:00-04:00,39.478483402783525,39.60043758676086,38.52026910895959,38.56382369995117,88436600
2010-06-08 00:00:00-04:00,38.633494364007156,38.746738912037415,37.971456215601336,38.494117736816406,133030100
2010-06-09 00:00:00-04:00,38.76414615461625,39.12129882896351,38.058550387881574,38.17179489135742,101949200
2010-06-10 00:00:00-04:00,38.642208993418514,39.30424717130979,38.53767734912011,39.26069259643555,76892300
2010-06-11 00:00:00-04:00,38.85998266967459,39.67011033718098,38.85998266967459,39.6352653503418,74346800
2010-06-14 00:00:00-04:00,40.0011360819823,40.27989271180589,39.55687403767263,39.626564025878906,68085000
2010-06-15 00:00:00-04:00,39.835629517123714,40.74157947520654,39.591721191102074,40.68931198120117,76332600
2010-06-16 00:00:00-04:00,40.57605937802299,41.06387589360541,40.50636940551077,40.85481262207031,78399700
2010-06-17 00:00:00-04:00,41.081307148043955,41.09872964488766,40.62833219911199,40.9854850769043,77111900
