,AnnRet,AnnVol,Sharpe,MaxDD
PPO,0.2280031613686743,0.1594587386673534,1.4298567972676708,-0.12830508251737283
DQN,0.2280031613686743,0.1594587386673534,1.4298567972676708,-0.12830508251737283
EW,0.18307524637966444,0.10424147557362216,1.7562610791000213,-0.10425174888240218
BH,0.1960354081628144,0.10844153550555334,1.8077520504213773,-0.10042385745242238
