Date,PPO,DQN,EW,BH
2023-01-04 05:00:00,,,0.008859712803074257,0.008859712803074257
2023-01-05 05:00:00,,,-1.4138048026355807e-05,8.8300458268957e-06
2023-01-06 05:00:00,,,0.021640009694749412,0.021652478486643638
2023-01-09 05:00:00,,,0.02501044480241148,0.025023090867732283
2023-01-10 05:00:00,,,0.025599762164742444,0.02558223832147576
2023-01-11 05:00:00,,,0.036935608878798064,0.03691585190735204
2023-01-12 05:00:00,,,0.04692932937676515,0.04692773805996085
2023-01-13 05:00:00,,,0.050219975312620166,0.05020044871796926
2023-01-17 05:00:00,,,0.04703849172775722,0.04700881025379277
2023-01-18 05:00:00,,,0.04508676945502048,0.045103558322110354
2023-01-19 05:00:00,,,0.04314700601618336,0.04317049259348437
2023-01-20 05:00:00,,,0.04957910199204224,0.0495494126836384
2023-01-23 05:00:00,,,0.05749664703787746,0.05743541055480695
2023-01-24 05:00:00,,,0.06111031504006148,0.06106891077893567
2023-01-25 05:00:00,,,0.06237121980276983,0.0623355291985145
2023-01-26 05:00:00,,,0.06667885797273557,0.06661314392477324
2023-01-27 05:00:00,,,0.0688799583234814,0.06880000314699444
2023-01-30 05:00:00,,,0.058880528875913794,0.058820814053318356
2023-01-31 05:00:00,,,0.06922978841531455,0.06916038304840155
2023-02-01 05:00:00,,,0.08338659401244826,0.0833079394055761
2023-02-02 05:00:00,0.006996814833336917,0.006996814833336917,0.09110398514187995,0.09152753481044724
2023-02-03 05:00:00,-0.011315653346110375,-0.011315653346110375,0.07393707495387844,0.07437539692369935
2023-02-06 05:00:00,-0.01881307157141792,-0.01881307157141792,0.06886106528622844,0.06923048389614
2023-02-07 05:00:00,-0.002622544008874867,-0.002622544008874867,0.07567985781388371,0.07629560391341443
2023-02-08 05:00:00,-0.018305496696057463,-0.018305496696057463,0.0700273381988224,0.07041787784508764
2023-02-09 05:00:00,-0.02725547135883187,-0.02725547135883187,0.06126181348344656,0.061649395811675556
2023-02-10 05:00:00,-0.033317469271274866,-0.033317469271274866,0.057865366148036404,0.058206107021147306
2023-02-13 05:00:00,-0.018861727622251044,-0.018861727622251044,0.06573584267287222,0.06623553564615428
2023-02-14 05:00:00,-0.01310905626737287,-0.01310905626737287,0.06713716523192272,0.0677309756167965
2023-02-15 05:00:00,-0.007288180745940759,-0.007288180745940759,0.06526459729228716,0.06603911863987309
2023-02-16 05:00:00,-0.025290951799977753,-0.025290951799977753,0.05312034655111095,0.05376142243049017
2023-02-17 05:00:00,-0.0318079043502361,-0.0318079043502361,0.053253178377181826,0.05376569986902197
2023-02-21 05:00:00,-0.05481851255314624,-0.05481851255314624,0.03623315339726888,0.036604679086112465
2023-02-22 05:00:00,-0.05410370029314074,-0.05410370029314074,0.036917441128954565,0.03729521491241926
2023-02-23 05:00:00,-0.046118297354054996,-0.046118297354054996,0.04275559423181363,0.04318845600212988
2023-02-24 05:00:00,-0.06226840210468913,-0.06226840210468913,0.030721001204532652,0.031070671894791554
2023-02-27 05:00:00,-0.05577425983504053,-0.05577425983504053,0.03504729003395299,0.03544099465818033
2023-02-28 05:00:00,-0.05688582694707469,-0.05688582694707469,0.03600439678542202,0.03634544193950484
2023-03-01 05:00:00,-0.06456402671505908,-0.06456402671505908,0.031735930163523635,0.032000734043756876
2023-03-02 05:00:00,-0.057735908143816204,-0.057735908143816204,0.0333846237965476,0.0338809310606523
2023-03-03 05:00:00,-0.03778453522872435,-0.03778453522872435,0.05113055106951851,0.05167194081029364
2023-03-06 05:00:00,-0.03778066062984983,-0.03778066062984983,0.0484079453254011,0.049083080634904734
2023-03-07 05:00:00,-0.04950977321888767,-0.04950977321888767,0.038590342274713044,0.0391340785305894
2023-03-08 05:00:00,-0.045194378734152586,-0.045194378734152586,0.04039059070894701,0.04101367524532551
2023-03-09 05:00:00,-0.06087475219404792,-0.06087475219404792,0.03438630431928403,0.03459680961738894
2023-03-10 05:00:00,-0.0725900324713061,-0.0725900324713061,0.04137695979875642,0.040843294804947465
2023-03-13 04:00:00,-0.06549083177716203,-0.06549083177716203,0.04919847594784186,0.04857709374784888
2023-03-14 04:00:00,-0.04559152136221443,-0.04559152136221443,0.05305039285849428,0.053026956673323244
2023-03-15 04:00:00,-0.04056450166335017,-0.04056450166335017,0.059698930221795746,0.059512191784918046
2023-03-16 04:00:00,-0.01718352433304911,-0.01718352433304911,0.06894319266523456,0.06926645522488561
2023-03-17 04:00:00,-0.02031758936505094,-0.02031758936505094,0.07601919476154856,0.07587066829847144
2023-03-20 04:00:00,-0.01705719784724574,-0.01705719784724574,0.07704767841423697,0.07704722047852217
2023-03-21 04:00:00,-0.005279299427749644,-0.005279299427749644,0.07675841378516562,0.07725003071946213
2023-03-22 04:00:00,-0.01734237190742157,-0.01734237190742157,0.07678725938084315,0.0767663708236254
2023-03-23 04:00:00,-0.007304297927617382,-0.007304297927617382,0.08361084363486641,0.08368493305491105
2023-03-24 04:00:00,-0.003908777383227306,-0.003908777383227306,0.08425761605084911,0.08445658571150656
2023-03-27 04:00:00,-0.010935960775255698,-0.010935960775255698,0.07462648159536965,0.0750113083447138
2023-03-28 04:00:00,-0.01538242201586144,-0.01538242201586144,0.07527648201863361,0.07548341578530826
2023-03-29 04:00:00,0.001290923819007913,0.001290923819007913,0.08159002393119802,0.08217534020718598
2023-03-30 04:00:00,0.010148725167253179,0.010148725167253179,0.08884191476949166,0.08947232432168584
2023-03-31 04:00:00,0.025420717800645514,0.025420717800645514,0.09883817728141032,0.09966623973499533
