,AnnRet,AnnVol,Sharpe,MaxDD
PPO,0.06224232204571943,0.07356260790925347,0.8461135869687381,-0.10898509539362089
DQN,-0.29449023527686063,0.06901981465592932,-4.2667491464684035,-1.6482220781584687
PPO_LSTM,0.0619509948312028,0.07295564305503949,0.8491597392077858,-0.1079785466009624
EW,0.03841420759636103,0.04297975676072239,0.8937744298863175,-0.11027666287969148
BH,0.03915366208821659,0.04177911332159695,0.9371587612664739,-0.10493810350864488
