,AnnRet,AnnVol,Sharpe,MaxDD
PPO,0.19775611114047997,0.12602926680530216,1.5691284742965041,-0.10508138444753992
DQN,-0.09892868062179422,0.12453373955195986,-0.7943925957489079,-0.20155106829517438
EW,0.14652599920061543,0.10297034660376873,1.4229921917523152,-0.10430957265622415
BH,0.1579866145656965,0.10661340636160692,1.4818644292103582,-0.10082004981605734
