Datetime,PPO,DQN,PPO_LSTM,EW,BH
2025-01-14 14:30:00,-0.0013585612690335377,-0.0006318180329320554,-0.0007406694437371169,0.0013732094929518024,0.0013732094929518024
2025-01-14 15:30:00,-0.001484634082046419,-0.007893948632603499,-0.00174832389776651,-0.0005051209597153931,-0.0005108961009409913
2025-01-14 16:30:00,-0.002080074379205071,-0.008925181552685941,-0.002546169994066222,-0.0021484863177935846,-0.0021542173087910994
2025-01-14 17:30:00,-0.002503279565178889,-0.008274420097035601,-0.002938944986186275,-0.00022414136852231788,-0.0002269926403529951
2025-01-14 18:30:00,-0.000954353418881376,-0.00960867107402858,-0.0013964543064812302,0.0013338640284674221,0.0013321967813225773
2025-01-14 19:30:00,-0.0006318608122217294,-0.017619571820337368,-0.0011133580196238347,-0.0010844324555587975,-0.0010928565771297799
2025-01-14 20:30:00,0.00025345915942651,-0.01894306976083535,-0.0002130678629121462,0.0010393905246762567,0.0010337126962692367
2025-01-15 14:30:00,0.0021781963359713556,-0.00048809635757217015,0.0018476890196368642,0.01598948494806668,0.015977156755916645
2025-01-15 15:30:00,0.002617813246989759,-0.0058394500228449026,0.0022629548715807244,0.013941488397106351,0.013932083584151158
2025-01-15 16:30:00,0.005584472304257613,-0.003668452491205049,0.005208671108397791,0.014922322118886763,0.014912845956040633
2025-01-15 17:30:00,0.006832657735448511,-0.0020315294217762648,0.006460954644330588,0.01636276310895482,0.01635639836653315
2025-01-15 18:30:00,0.006756596657014609,-0.0017298187307729848,0.0063954999845407,0.017273201423379833,0.017266886518192557
2025-01-15 19:30:00,0.007318710092441878,-0.0010360426592839977,0.0069580842164737354,0.017746226711047672,0.017742142827535327
2025-01-15 20:30:00,0.007716305931423877,-0.001227761524193952,0.007344903897552258,0.017248455370087935,0.017241369521767275
2025-01-16 14:30:00,0.015331573519745328,0.004339469884137146,0.014895711853953084,0.018478069134989644,0.01847568971649741
2025-01-16 15:30:00,0.01541990911053038,0.0017839823184780126,0.015000444557925922,0.02033602250477324,0.020329685125425902
2025-01-16 16:30:00,0.016773665291028552,0.0033470840978045793,0.016351238353831128,0.02146864302039024,0.021460918074855655
2025-01-16 17:30:00,0.015147061330679792,-0.0012203275892436502,0.014717499043960518,0.01930775624631897,0.019297668484350966
2025-01-16 18:30:00,0.01438552839365287,-0.005791721865605915,0.013967757666376918,0.01988011685830681,0.01986611933227785
2025-01-16 19:30:00,0.014481225090150646,-0.01085377864571855,0.014056463972287561,0.01920267086687561,0.019190763960562233
2025-01-16 20:30:00,0.014492795975905937,-0.011824729936433756,0.01405143896285797,0.01771693961591915,0.017703986275335624
2025-01-17 14:30:00,0.01376821799157465,-0.012015520314135822,0.013408115838218581,0.024297683741351633,0.0242883204217971
2025-01-17 15:30:00,0.014489332205454536,-0.0116255085143565,0.014140417861365849,0.02563704423257719,0.025635503906270982
2025-01-17 16:30:00,0.013294785800481124,-0.012571928087930163,0.012955182635567903,0.0253189125830504,0.025317156297591615
2025-01-17 17:30:00,0.012103308413696699,-0.013141618174484122,0.0117795718710591,0.0257040928150119,0.025700705796039294
2025-01-17 18:30:00,0.01149926837169969,-0.013853870868154164,0.011170212612867002,0.02444554867051016,0.024444257547336853
2025-01-17 19:30:00,0.009941002701486543,-0.015371409571576601,0.009619414965864178,0.02376631763313182,0.023762235213797077
2025-01-17 20:30:00,0.009260711765004277,-0.01586359981749182,0.008942455200244944,0.0233863810849295,0.023381693402955976
2025-01-21 14:30:00,0.02183241840769979,-0.005907132010038344,0.02145219603943538,0.030255385348007428,0.030248193413385617
2025-01-21 15:30:00,0.0237197117164023,-0.0046061970334510954,0.023325545551751325,0.030805771816945566,0.030799359746434083
2025-01-21 16:30:00,0.02510727273864061,-0.002814461188612908,0.02471416472676881,0.031985354449217955,0.03198305614545237
2025-01-21 17:30:00,0.024894848036186454,-0.0023390544334485844,0.02451474237467626,0.03283437660187949,0.03283479315577897
2025-01-21 18:30:00,0.024402740208295363,-0.002828408012245469,0.024026079239386218,0.032742862965958686,0.03274133614926856
2025-01-21 19:30:00,0.02393072807299131,-0.003131839502166977,0.02356057301628148,0.032875672881541945,0.03287391794664517
2025-01-21 20:30:00,0.0244822213648953,-0.0030310373065851855,0.02410684555615596,0.033070197783910696,0.03306659496555207
2025-01-22 14:30:00,0.02870634326345388,0.003521771702709223,0.02835420222004317,0.03846820170661535,0.03847951986734585
2025-01-22 15:30:00,0.02988231335004168,0.004852759231369729,0.029525975292742195,0.03896698606439794,0.03898269313938084
2025-01-22 16:30:00,0.029802672327457116,0.00498845982331232,0.02944711274465482,0.03877657377348905,0.03879556542969365
2025-01-22 17:30:00,0.030309232441046264,0.004791872835058508,0.029942806564972578,0.03841629427886219,0.03843236409379439
2025-01-22 18:30:00,0.029109650158614903,0.003902357524699528,0.028752933969825176,0.03820300139030163,0.03821787061159216
2025-01-22 19:30:00,0.02924168347175871,0.003921233365262317,0.028884873161431252,0.03836831598748806,0.03838270697452614
2025-01-22 20:30:00,0.02960494100238354,0.0009862857941953062,0.02923822887109042,0.03773651592485824,0.037751397610608604
2025-01-23 14:30:00,0.024297336435582424,-0.0038456310191234493,0.023938307948206547,0.032960029217892456,0.03298166273982019
2025-01-23 15:30:00,0.027131139653073223,-0.0012053787824654505,0.02676990457383513,0.035629539910294564,0.035650935730605446
2025-01-23 16:30:00,0.02856873363899114,-0.00037366071437997504,0.0281861960593955,0.03480576055637256,0.03483159417009152
2025-01-23 17:30:00,0.029270868583514766,0.000492071362929121,0.02889272428228877,0.03588333032398367,0.03590964119949384
