,AnnRet,AnnVol,Sharpe,MaxDD
PPO,0.16134933816977723,0.2136480920505377,0.7552107609313703,-0.2750534687960944
DQN,0.16134933816977723,0.2136480920505377,0.7552107609313703,-0.2750534687960944
EW,0.20888742117209422,0.1154403293707564,1.8094839325986931,-0.1079121180822853
BH,0.22040587938826292,0.11757976148976419,1.8745222527567011,-0.10728952323547987
