,AnnRet,AnnVol,Sharpe,MaxDD
PPO,0.07174555308008991,0.07353694902756058,0.975639512216166,-0.10447866228017139
DQN,-0.007050533888754187,0.05183258470631568,-0.1360251264444289,-0.16018179851165842
EW,0.03473204906562616,0.04292433645681527,0.8091458583118637,-0.11027666287969162
BH,0.03572205932605508,0.04153208100340187,0.8601076195115048,-0.10314793750506179
