,AnnRet,AnnVol,Sharpe,MaxDD
PPO,0.000227568310243356,0.02043247587291201,0.011137578805802633,-0.016947794290636864
DQN,0.000227568310243356,0.02043247587291201,0.011137578805802633,-0.016947794290636864
EW,0.017208260604212024,0.03579632751827618,0.4807269850502246,-0.03743068453456759
BH,0.017152684264936695,0.0358086408492037,0.47900964285940273,-0.037446049453227735
