Datetime,Open,High,Low,Close,Volume
2025-10-01 09:30:00-04:00,356.1700134277344,356.8900146484375,355.9599914550781,356.44000244140625,2522565
2025-10-01 10:00:00-04:00,356.3999938964844,356.75,355.94000244140625,356.6700134277344,1118824
2025-10-01 10:30:00-04:00,356.67999267578125,356.9721984863281,354.9100036621094,356.44500732421875,2395571
2025-10-01 11:00:00-04:00,356.42999267578125,356.80999755859375,355.1700134277344,355.19000244140625,1572896
2025-10-01 11:30:00-04:00,355.19000244140625,356.1700134277344,355.04998779296875,356.0299987792969,994895
2025-10-01 12:00:00-04:00,356.010009765625,356.25,355.3500061035156,356.25,593441
2025-10-01 12:30:00-04:00,356.2300109863281,356.3299865722656,356.1099853515625,356.260009765625,539016
2025-10-01 13:00:00-04:00,356.2699890136719,356.3699035644531,356.05059814453125,356.2699890136719,331956
2025-10-01 13:30:00-04:00,356.2799987792969,356.29998779296875,355.29998779296875,355.32000732421875,571702
2025-10-01 14:00:00-04:00,355.32000732421875,355.7099914550781,354.7900085449219,355.5199890136719,781813
2025-10-01 14:30:00-04:00,355.5343017578125,355.8500061035156,355.05999755859375,355.45001220703125,1103328
2025-10-01 15:00:00-04:00,355.4700012207031,355.8599853515625,355.3800048828125,355.68499755859375,708404
2025-10-01 15:30:00-04:00,355.68499755859375,356.2699890136719,355.639892578125,355.9800109863281,1724150
2025-10-02 09:30:00-04:00,358.260009765625,358.6700134277344,356.43499755859375,356.54998779296875,1818348
2025-10-02 10:00:00-04:00,356.54998779296875,356.7200012207031,354.9200134277344,355.5,2004986
2025-10-02 10:30:00-04:00,355.5,355.70001220703125,351.92010498046875,353.2900085449219,2801987
2025-10-02 11:00:00-04:00,353.2900085449219,353.739990234375,352.3399963378906,352.9306945800781,1556339
2025-10-02 11:30:00-04:00,352.92999267578125,352.94000244140625,351.3999938964844,352.218994140625,1340192
2025-10-02 12:00:00-04:00,352.20001220703125,353.739990234375,352.1099853515625,353.1241149902344,995497
2025-10-02 12:30:00-04:00,353.07000732421875,353.79998779296875,352.8699951171875,353.7799987792969,685858
2025-10-02 13:00:00-04:00,353.760009765625,354.0199890136719,353.5400085449219,353.7099914550781,785116
2025-10-02 13:30:00-04:00,353.7099914550781,353.9200134277344,353.3500061035156,353.7099914550781,487281
2025-10-02 14:00:00-04:00,353.7300109863281,354.0400085449219,353.6099853515625,353.9801025390625,474201
2025-10-02 14:30:00-04:00,353.9800109863281,354.4100036621094,353.8999938964844,354.3399963378906,626168
2025-10-02 15:00:00-04:00,354.3299865722656,355.07000732421875,354.32000732421875,354.8900146484375,962417
2025-10-02 15:30:00-04:00,354.885009765625,354.989990234375,354.5199890136719,354.7650146484375,1210376
2025-10-03 09:30:00-04:00,357.1199951171875,358.0359802246094,356.3900146484375,357.3500061035156,2369770
2025-10-03 10:00:00-04:00,357.340087890625,357.7699890136719,355.79998779296875,357.0,1998920
2025-10-03 10:30:00-04:00,356.989990234375,357.19000244140625,356.4100036621094,357.05499267578125,881836
2025-10-03 11:00:00-04:00,357.0799865722656,357.92999267578125,356.489990234375,357.80999755859375,945537
2025-10-03 11:30:00-04:00,357.79998779296875,358.1400146484375,357.44000244140625,357.93499755859375,926315
2025-10-03 12:00:00-04:00,357.95001220703125,357.9599914550781,357.1050109863281,357.32501220703125,812607
2025-10-03 12:30:00-04:00,357.30999755859375,357.51470947265625,357.1099853515625,357.4200134277344,759490
2025-10-03 13:00:00-04:00,357.42999267578125,357.62969970703125,357.1553039550781,357.44000244140625,409141
2025-10-03 13:30:00-04:00,357.45001220703125,357.6099853515625,356.79998779296875,357.239990234375,689654
2025-10-03 14:00:00-04:00,357.25,357.54998779296875,357.06500244140625,357.4776916503906,616485
2025-10-03 14:30:00-04:00,357.4800109863281,357.94000244140625,357.3599853515625,357.625,1138012
2025-10-03 15:00:00-04:00,357.6300048828125,357.8399963378906,357.3800048828125,357.67999267578125,701974
2025-10-03 15:30:00-04:00,357.69000244140625,357.95001220703125,357.489990234375,357.6300048828125,1517050
2025-10-06 09:30:00-04:00,362.1600036621094,363.24249267578125,361.3699951171875,362.9800109863281,2867716
2025-10-06 10:00:00-04:00,362.9700012207031,363.510009765625,362.5799865722656,363.3299865722656,1787317
2025-10-06 10:30:00-04:00,363.30999755859375,364.3399963378906,363.2099914550781,363.9891052246094,1434095
2025-10-06 11:00:00-04:00,363.989990234375,364.260009765625,363.3205871582031,363.4898986816406,1846398
2025-10-06 11:30:00-04:00,363.4599914550781,364.7799987792969,363.30999755859375,364.6499938964844,1238124
2025-10-06 12:00:00-04:00,364.67999267578125,365.29998779296875,363.1199951171875,363.718994140625,1760793
2025-10-06 12:30:00-04:00,363.739990234375,364.010009765625,363.5799865722656,363.8800048828125,529734
2025-10-06 13:00:00-04:00,363.8999938964844,364.3301086425781,363.6499938964844,363.6600036621094,584758
2025-10-06 13:30:00-04:00,363.6700134277344,364.25,363.6099853515625,364.2300109863281,595690
2025-10-06 14:00:00-04:00,364.2250061035156,364.4100036621094,364.0350036621094,364.2349853515625,604669
2025-10-06 14:30:00-04:00,364.239990234375,364.489990234375,364.04998779296875,364.2699890136719,473776
2025-10-06 15:00:00-04:00,364.2850036621094,364.8399963378906,364.2749938964844,364.7799987792969,910565
2025-10-06 15:30:00-04:00,364.7900085449219,364.8599853515625,364.2799987792969,364.3699951171875,1883019
2025-10-07 09:30:00-04:00,366.50799560546875,366.5799865722656,365.3800048828125,366.1700134277344,2938767
2025-10-07 10:00:00-04:00,366.1700134277344,366.2850036621094,365.19000244140625,366.07000732421875,1853633
2025-10-07 10:30:00-04:00,366.0799865722656,366.8900146484375,366.0199890136719,366.7550048828125,1308634
2025-10-07 11:00:00-04:00,366.760009765625,367.2699890136719,366.2799987792969,366.70001220703125,1507181
2025-10-07 11:30:00-04:00,366.7099914550781,366.7699890136719,364.54998779296875,364.9599914550781,2027215
2025-10-07 12:00:00-04:00,365.0,365.9200134277344,364.7099914550781,365.2699890136719,1430838
2025-10-07 12:30:00-04:00,365.2749938964844,366.2300109863281,365.17999267578125,365.9695129394531,809698
2025-10-07 13:00:00-04:00,365.95001220703125,366.7449951171875,365.94000244140625,366.30999755859375,555546
2025-10-07 13:30:00-04:00,366.3299865722656,366.9599914550781,366.29998779296875,366.3497009277344,753576
2025-10-07 14:00:00-04:00,366.3500061035156,366.6199951171875,365.7099914550781,366.2699890136719,650647
2025-10-07 14:30:00-04:00,366.2699890136719,366.55999755859375,366.1300048828125,366.3800048828125,614856
2025-10-07 15:00:00-04:00,366.3800048828125,366.6000061035156,366.1199951171875,366.2900085449219,470838
2025-10-07 15:30:00-04:00,366.2900085449219,366.50689697265625,366.17999267578125,366.2900085449219,1409686
2025-10-08 09:30:00-04:00,371.6499938964844,371.8299865722656,370.5,371.6199951171875,4045422
2025-10-08 10:00:00-04:00,371.6000061035156,372.3500061035156,371.3599853515625,372.20001220703125,2432366
2025-10-08 10:30:00-04:00,372.2149963378906,372.6199951171875,371.7200012207031,372.5386962890625,1607888
2025-10-08 11:00:00-04:00,372.54998779296875,372.7900085449219,371.5000915527344,372.19000244140625,2155059
2025-10-08 11:30:00-04:00,372.2300109863281,372.6000061035156,372.010009765625,372.2900085449219,1289358
2025-10-08 12:00:00-04:00,372.30999755859375,373.32000732421875,372.1700134277344,373.2300109863281,1335945
2025-10-08 12:30:00-04:00,373.2200012207031,373.57000732421875,372.94000244140625,373.31500244140625,1203840
2025-10-08 13:00:00-04:00,373.32000732421875,373.4599914550781,372.55999755859375,372.639892578125,902657
2025-10-08 13:30:00-04:00,372.6499938964844,373.07000732421875,372.07000732421875,372.82501220703125,1116829
2025-10-08 14:00:00-04:00,372.7900085449219,373.0299987792969,371.6600036621094,372.57000732421875,2058424
2025-10-08 14:30:00-04:00,372.5799865722656,372.7900085449219,372.3299865722656,372.7099914550781,984748
2025-10-08 15:00:00-04:00,372.7200012207031,373.1600036621094,371.0400085449219,372.2099914550781,3876035
2025-10-08 15:30:00-04:00,372.19000244140625,372.3900146484375,371.2200012207031,372.29998779296875,3972264
2025-10-09 09:30:00-04:00,373.135009765625,373.2200012207031,369.45001220703125,369.4700012207031,5174771
2025-10-09 10:00:00-04:00,369.510009765625,370.6400146484375,368.5299987792969,368.54998779296875,3268199
2025-10-09 10:30:00-04:00,368.54998779296875,370.6000061035156,368.2900085449219,370.1300048828125,2304620
2025-10-09 11:00:00-04:00,370.1199951171875,370.6099853515625,369.3599853515625,369.4100036621094,2464947
2025-10-09 11:30:00-04:00,369.3900146484375,369.6199951171875,368.54998779296875,369.2799987792969,1234985
2025-10-09 12:00:00-04:00,369.2699890136719,369.95001220703125,368.8399963378906,369.1000061035156,823303
2025-10-09 12:30:00-04:00,369.0899963378906,369.1000061035156,364.6000061035156,365.0400085449219,4459420
2025-10-09 13:00:00-04:00,365.1199951171875,365.57000732421875,362.8599853515625,364.1700134277344,4145950
2025-10-09 13:30:00-04:00,364.1700134277344,364.57000732421875,362.8299865722656,363.32000732421875,2063077
2025-10-09 14:00:00-04:00,363.24749755859375,365.1000061035156,363.2300109863281,364.5799865722656,1710527
2025-10-09 14:30:00-04:00,364.55999755859375,364.6000061035156,363.8800048828125,363.9849853515625,1060987
2025-10-09 15:00:00-04:00,363.9849853515625,365.95001220703125,363.80999755859375,365.92999267578125,1779735
2025-10-09 15:30:00-04:00,365.95001220703125,366.30999755859375,365.30010986328125,365.45001220703125,2519933
2025-10-10 09:30:00-04:00,367.5400085449219,367.989990234375,365.8417053222656,366.31500244140625,2733851
2025-10-10 10:00:00-04:00,366.25,366.9552917480469,365.44000244140625,366.55999755859375,1727625
2025-10-10 10:30:00-04:00,366.55999755859375,367.6099853515625,366.29998779296875,367.2049865722656,1316559
2025-10-10 11:00:00-04:00,367.2099914550781,370.0,367.04998779296875,369.67999267578125,3372027
2025-10-10 11:30:00-04:00,369.67498779296875,370.30999755859375,367.6000061035156,367.94000244140625,2971381
2025-10-10 12:00:00-04:00,367.9574890136719,368.02099609375,366.0299987792969,367.0299987792969,1754569
2025-10-10 12:30:00-04:00,367.0,367.70001220703125,366.239990234375,366.6099853515625,870480
2025-10-10 13:00:00-04:00,366.6400146484375,366.94989013671875,365.8299865722656,366.70001220703125,1068311
2025-10-10 13:30:00-04:00,366.7099914550781,367.44000244140625,366.1300048828125,367.2200012207031,817112
2025-10-10 14:00:00-04:00,367.2300109863281,368.989990234375,366.67999267578125,368.5299987792969,1180528
2025-10-10 14:30:00-04:00,368.510009765625,368.6300048828125,367.510009765625,368.07000732421875,751770
2025-10-10 15:00:00-04:00,368.0799865722656,368.9800109863281,367.7900085449219,368.67999267578125,1153645
2025-10-10 15:30:00-04:00,368.7200012207031,370.17999267578125,368.1358947753906,369.1300048828125,3405160
2025-10-13 09:30:00-04:00,376.5,376.8800048828125,375.5797119140625,376.7349853515625,3312062
2025-10-13 10:00:00-04:00,376.7200012207031,377.0299987792969,376.4200134277344,376.82000732421875,1789973
