Block,Freq,FeatureCfg,Reward,AnnRet,AnnVol,Sharpe,MaxDD,EW_Sharpe,BH_Sharpe
reward,daily,F2,raw,0.02308880824476333,0.1684878034924567,0.13703548723430295,-0.19113405264267364,1.751201757265746,1.8206295911443695
reward,daily,F2,risk,0.037794461621525215,0.16168541963130048,0.23375306015518346,-0.11766911760973002,1.751201757265746,1.8206295911443695
reward,hourly,F2,raw,0.1626896364714721,0.2216944026881596,0.7338463871800192,-0.2635036686513961,2.016862056025809,2.13451220218601
reward,hourly,F2,risk,-0.1143171668455857,0.2012076676495598,-0.568155121424706,-0.27021837406083293,2.016862056025809,2.13451220218601
