Block,Freq,FeatureCfg,Reward,Model,AnnRet,AnnVol,Sharpe,MaxDD
agent,daily,F2,risk,PPO,0.037794461621525215,0.16168541963130048,0.23375306015518346,-0.11766911760973002
agent,daily,F2,risk,DQN,0.2284855163480244,0.1766530666110938,1.2934138123384384,-0.1120559347758906
agent,hourly,F2,risk,PPO,-0.1143171668455857,0.2012076676495598,-0.568155121424706,-0.27021837406083293
agent,hourly,F2,risk,DQN,0.04165174585836622,0.099537021774411,0.4184548132487485,-0.0983235548424176
